run_started_at,episode,total_steps,episode_reward,duration_steps,elapsed_seconds,terminal_reward
2026-04-09T15:31:02,176,49027,0.18999997340142727,310,7.501,-1.0
2026-04-09T15:31:02,177,49096,1.6599999852478504,69,1.579,1.0
2026-04-09T15:31:02,178,49404,-2.50999996624887,308,6.635,-1.0
2026-04-09T15:31:02,179,49501,1.9399999789893627,97,2.043,1.0
2026-04-09T15:31:02,180,49871,-2.2099999729543924,370,7.386,-1.0
2026-04-09T15:31:02,181,50059,2.8499999586492777,188,3.801,1.0
2026-04-09T15:31:02,182,50346,-2.359999969601631,287,5.722,-1.0
2026-04-09T15:31:02,183,50658,0.6899999622255564,312,6.413,-1.0
2026-04-09T15:31:02,184,50735,1.739999983459711,77,1.863,1.0
2026-04-09T15:31:02,185,51076,-2.81999995931983,341,8.121,-1.0
2026-04-09T15:31:02,186,51576,-5.349999891594052,500,14.208,-0.5
2026-04-09T15:31:02,187,51691,2.119999974966049,115,4.211,1.0
2026-04-09T15:31:02,188,51950,-2.4999999664723873,259,8.507,-1.0
2026-04-09T15:31:02,189,52450,1.7099999506026506,500,15.565,-0.5
2026-04-09T15:31:02,190,52950,2.5499999318271875,500,13.338,-0.5
2026-04-09T15:31:02,191,53186,-0.7500000055879354,236,8.277,-1.0
2026-04-09T15:31:02,192,53346,2.5699999649077654,160,5.122,1.0
2026-04-09T15:31:02,193,53432,1.7499999832361937,86,2.71,1.0
2026-04-09T15:31:02,194,53586,2.50999996624887,154,5.216,1.0
2026-04-09T15:31:02,195,53649,1.599999986588955,63,2.135,1.0
2026-04-09T15:31:02,196,53974,-3.2199999503791332,325,11.003,-1.0
2026-04-09T15:31:02,197,54474,4.229999894276261,500,16.645,-0.5
2026-04-09T15:31:02,198,54832,0.14999997429549694,358,12.183,-1.0
2026-04-09T15:31:02,199,54999,2.6399999633431435,167,4.913,1.0
2026-04-09T15:31:02,200,55194,2.839999958872795,195,4.555,1.0
2026-04-09T15:31:02,201,55483,3.8399999365210533,289,8.792,1.0
2026-04-09T15:31:02,202,55555,1.669999985024333,72,2.43,1.0
2026-04-09T15:31:02,203,55711,2.50999996624887,156,5.258,1.0
2026-04-09T15:31:02,204,56211,-2.5699999537318945,500,16.605,-0.5
2026-04-09T15:31:02,205,56445,2.8299999590963125,234,6.002,1.0
2026-04-09T15:31:02,206,56765,-2.3499999698251486,320,7.416,-1.0
2026-04-09T15:31:02,207,56922,2.5399999655783176,157,3.264,1.0
2026-04-09T15:31:02,208,57208,-3.5499999430030584,286,7.012,-1.0
2026-04-09T15:31:02,209,57404,2.9299999568611383,196,6.163,1.0
2026-04-09T15:31:02,210,57543,2.359999969601631,139,3.121,1.0
2026-04-09T15:31:02,211,57799,-0.8300000037997961,256,7.804,-1.0
2026-04-09T15:31:02,212,58021,3.1899999510496855,222,7.646,1.0
2026-04-09T15:31:02,213,58383,0.649999963119626,362,10.919,-1.0
2026-04-09T15:31:02,214,58522,2.359999969601631,139,4.666,1.0
2026-04-09T15:31:02,215,58648,1.8099999818950891,126,3.356,1.0
2026-04-09T15:31:02,216,59028,-1.9299999792128801,380,7.393,-1.0
2026-04-09T15:31:02,217,59176,2.289999971166253,148,3.637,1.0
2026-04-09T15:31:02,218,59485,-0.3400000147521496,309,7.184,-1.0
2026-04-09T15:31:02,219,59804,-0.9400000013411045,319,7.938,-1.0
2026-04-09T15:31:02,220,59907,1.9999999776482582,103,3.026,1.0
